None	Potrero Del Sol Park	2.381554011
235 KANSAS ST	16th and Kansas Streets Building LLC	2.40050537
2095 HARRISON ST	Project Commotion	2.406822489
150 MISSISSIPPI ST	Front Cafe	2.438408086
3800 24TH ST	24 Hour Fitness Fit Lite	2.552116235
360 18TH AVE	YMCA	2.564750474
2301 FOLSOM ST	Homestead, The	2.596336071
1298 OCEAN AVE	Ingleside Branch Library	2.659507265
625 HOLLY PARK CIR	Junipero Serra Elementary School	2.684775742
496 14TH ST	Thieve's Tavern	2.728995578
494 14TH ST	Box Dog Bikes / Thieve's Tavern	2.728995578
800 GREAT HWY	Ocean Beach	2.735312697
201 WILLIAMS AVE	SFPD Bayview Station	2.741629817
180 FAIR OAKS ST	Adda Clevenger Jr Prep School	2.804801011
555 CHESTNUT ST	Telegraph Hill Neighborhood Center	2.81111813
800 MASONIC AVE	Amiti's Deli Cafe	2.836386608
1823 DIVISADERO ST	Yoga Works	2.842703727
1630 OCEAN AVE	Walgreens	2.842703727
8 MISSION ST	Hotel Vitale	2.861655085
1370 SANSOME ST	Starbucks	2.867972205
383 RHODE ISLAND ST	change.org	2.874289324
2097 TURK BLVD	St. Cyprian's Episcopal Church	2.886923563
2125 HARRISON ST	Like Twice	2.899557802
2501 MARIPOSA ST	Slow Club	2.91219204
2576 03RD ST	Third Street Boxing Gym	2.956411876
121 STEUART ST	Jewish Community Federation	2.956411876
1520 LYON ST	The Little School	2.994314593
400 HOWARD ST	FedEx	2.994314593
161 STEUART ST	Ozumo Restaurant	3.051168667
600 THE EMBARCADERO	Delancy Street Restaurant	3.082754264
2505 MARIPOSA ST	Socratic Technologies, Inc.	3.082754264
300 SENECA AVE	San Miguel CDC (PreK & SA)	3.089071383
520 CLEMENT ST	Green Apple Books	3.095388503
None	Duboce Park	3.095388503
1801 GREEN ST	Golden Gate Valley Branch Library	3.145925458
625 DOUGLASS ST	Alvarado Elementary School	3.158559697
2440 MARIPOSA ST	Runaway Films	3.171193936
98 HOWARD ST	Rincon Market	3.221730891
201 GUERRERO ST	Studio Guell	3.221730891
670 TEXAS ST	Centered Body Pilates	3.23436513
2500 BRYANT ST	Local's Corner	3.253316488
500 HOWARD ST	Foundry Square / Specialty's Cafe	3.278584965
2420 SUTTER ST	UCSF Mount Zion	3.278584965
2501 23RD ST	San Francisco General Hospital	3.284902085
3605 18TH ST	residential	3.303853443
3621 18TH ST	Delfina	3.303853443
5600 03RD ST	Armstrong Senior/Place Housing	3.310170562
2390 BUSH ST	St. Dominic's Catholic Church	3.398610234
747 HOWARD ST	Moscone Center	3.417561592
2499 FOLSOM ST	Joe & Pat's Bakery & Coffee	3.417561592
3150 18TH ST	ActivSpace / Treat Street Bicycle Works	3.423878711
1890 BRYANT ST	Coffee Bar	3.430195831
580 DUBOCE AVE	Duboce Park	3.474415666
1025 MASONIC AVE	Saint Agnes Church	3.480732786
2200 MASON ST	Caffe Capriccio	3.487049905
450 FLORIDA ST	Theater Artaud and Travelling Jewish Theater	3.493367025
2301 BRYANT ST	Progressive Grounds Cafe	3.506001263
2099 FOLSOM ST	Rite Spot Cafe	3.531269741
500 FLORIDA ST	Panorama Bakery	3.550221099
3315 20TH ST	Moxie Yoga	3.581806696
544 ALABAMA ST	Stingray Builders	3.588123816
461 02ND ST #127 C	David Baker + Partners Architects	3.632343651
853 VALENCIA ST	Amnesia	3.64497789
1501 GROVE ST	Pacific Primary School	3.689197726
701 COLE ST	Cole Valley Cafe	3.689197726
670 04TH ST	Walgreens	3.701831965
1150 FRANCISCO ST	Galileo HS	3.708149084
50 BEALE ST	Blue Shield of California / UCSF / multiple	3.714466203
1324 HAIGHT ST	Braindrops	3.720783323
2500 FOLSOM ST	Heirloom Cafe	3.7460518
303 02ND ST	24 Hour Fitness/Tully's/Wells Fargo	3.758686039
303 02ND ST	UK	3.758686039
207 KING ST	UK	3.777637397
201 KING ST	UK	3.777637397
157 TOWNSEND ST	Modern Dentistry	3.796588756
1632 HAIGHT ST	FTC Skateboarding	3.802905875
385 08TH ST	Mr S Leather	3.821857233
500 PRECITA AVE	Precita Park Cafe	3.834491472
2450 HARRISON ST	Mission Recreation Center	3.859759949
286 DIVISADERO ST	Yoga Garden of San Francisco	3.885028427
25 STEINER ST	Duboce Park	3.891345546
500 GUERRERO ST	500 Club	3.922931143
1 SOUTH PARK	The American Grilled Cheese Kitchen	3.929248263
736 DIVISADERO ST	The Mill	3.935565382
1206 MASONIC AVE	Coffee to the People	3.967150979
1900 OCEAN AVE	24 Hour Fitness	3.986102337
487 14TH ST	dreamers & make believers salon	3.986102337
155 SOUTH PARK	The Butler & The Chef	4.005053696
None	Caltrain	4.011370815
2845 24TH ST	Samy's Liquors	4.017687934
480 02ND ST	Lumatic	4.042956412
696 VALENCIA ST	F.S.C Barber	4.042956412
21 CLARENCE PL	residential complex	4.06190777
914 VALENCIA ST	Freewheel	4.156664561
770 NORTH POINT ST	Patagonia	4.156664561
2 EMBARCADERO CENTER	2 Embarcadero Center	4.175615919
1250 HAYES ST	Hayes Convalescent Hospital	4.194567277
2 SANCHEZ ST	Duboce Park Cafe	4.194567277
557 WALLER ST	Flourish: A Chiropractic Studio	4.232469994
560 CENTRAL AVE	Bistro Central Parc	4.238787113
1299 VALENCIA ST	Valencia Farmer's Market	4.238787113
1398 SOUTH VAN NESS AVE	Phone Booth Bar	4.27037271
540 09TH ST	MUJI	4.314592546
2501 BRYANT ST	Bloodhound	4.320909665
450 CHURCH ST	Everett Middle School	4.333543904
2700 16TH ST	Dear Mom	4.333543904
1749 WALLER ST	Funkydoor Yoga Haight	4.346178143
225 KING ST	Rich Sorro Commons	4.365129501
3070 23RD ST	Porque Ninos Unidos	4.409349337
601 BAKER ST	Chile Pies (& Ice Cream)	4.415666456
5 MASONIC AVE	Corner Store, The	4.459886292
1530 HAIGHT ST	Haight Street Market	4.47883765
2898 FOLSOM ST	R Image Market	4.485154769
85 CARL ST	Urban Mercantile / Vierra & Friends	4.491471889
1900 FOLSOM ST	Truck	4.497789008
1798 MCALLISTER ST	Workshop SF	4.510423247
501 DOLORES ST	Dolores Park Cafe	4.516740366
1010 GOUGH ST	Family Service Agency of SF	4.523057486
1 EMBARCADERO CENTER	1 Embarcadero Center	4.529374605
1234 VALENCIA ST	Yoga Tree	4.542008844
1432 VALENCIA ST	Pi Bar	4.548325963
799 VALENCIA ST	Ali Baba's Cave	4.560960202
1150 OCEAN AVE	Avalon at Ocean	4.58622868
63 WALTER ST	The Independent	4.592545799
780 STANYAN ST	Yoga Tree	4.592545799
3030 20TH ST	Southern Exposure	4.617814277
3000 20TH ST	Central Kitchen	4.617814277
3489 16TH ST	Ike's Place	4.624131396
2979 21ST ST	Mozzo Bike Apparel	4.624131396
1270 VALENCIA ST	Heart Wine Bar / Arizmendi	4.630448515
425 CALIFORNIA ST	Chase Building	4.643082754
478 JACKSON ST	Hunt Antiques	4.649399874
880 HARRISON ST	Project 880	4.649399874
185 CLARA ST	startupHQ	4.649399874
766 VALENCIA ST	Mission Bicycle Company	4.655716993
2150 FOLSOM ST	Workspace Artists Studio	4.662034112
663 UNION ST	AuburnCom Computer Store	4.668351232
359 DIVISADERO ST	On The Corner Cafe	4.693619709
3692 18TH ST	Bi-Rite Creamery	4.699936829
1601 LANE ST	YMCA Bay View	4.699936829
1398 HAIGHT ST	Magnolia Brewery	4.718888187
675 CALIFORNIA ST	Eight Inc	4.718888187
265 KING ST	Avalon at Mission Bay	4.725205306
733 KEARNY ST	Portsmouth Garage	4.725205306
301 PINE ST	Equinox	4.7883765
1825 POLK ST	High Trails Cyclery	4.807327858
244 CALIFORNIA ST FLOOR 4	Michael Mina Restaurant 	4.813644978
250 BUSH ST	Blood Centers of the Pacific	4.826279217
3200 CALIFORNIA ST	Jewish Communtiy Center	4.851547694
736 VALENCIA ST	Mission Cheese	4.851547694
400 VALENCIA ST	Little Star Pizza	4.864181933
3600 16TH ST	Lookout/Squat & Gobble	4.883133291
3358 CESAR CHAVEZ ST	SF Day Labor Program	4.908401769
114 SANSOME ST	UK	4.914718888
580 04TH ST	Chrome Industries	4.933670246
3101 24TH ST	Philz Coffee	4.933670246
1527 STOCKTON ST	ROMA Design	4.946304485
3 EMBARCADERO CENTER	3 Embarcadero Center	4.952621605
None	Ocean Beach	4.965255843
730 MONTGOMERY ST	Swiss Nex	4.984207202
501 WALLER ST	Clipper / Wiggle Bicycles	5.00315856
3380 20TH ST	Mr. Pickles	5.053695515
650 ALABAMA ST	Bike Kitchen / Adventurous Sports	5.060012634
3316 22ND ST	Little Tree Studios	5.060012634
1 MARKET ST	Blush School of Makeup	5.072646873
755 SOUTH VAN NESS AVE	DPH Clinic	5.085281112
1567 PACIFIC AVE	Consignment Sports Store (rematchSports)	5.091598231
210 KING ST	Borders	5.097915351
901 DIVISADERO ST	Oasis Cafe	5.10423247
1599 HOWARD ST	Gaslamp	5.123183828
5075 03RD ST	Bayview Library Branch	5.123183828
1755 POLK ST	Crepe House, The	5.129500948
298 KING ST	Safeway	5.129500948
298 KING ST	The Beacon	5.129500948
2948 FOLSOM ST	La Cocina	5.173720783
4 EMBARCADERO CENTER	4 Embarcadero Center	5.173720783
854 FOLSOM ST	Barber Lounge	5.180037903
661 HOWARD ST 	ThirstyBear Brewing	5.186355022
650 FLORIDA ST	In-Symmetry	5.186355022
1099 VALENCIA ST	Boogaloos	5.243209097
1601 HOWARD ST	Sage Lounge	5.262160455
201 VAN NESS AVE	Davies Symphony Hall	5.281111813
2498 FOLSOM ST	Jose Coronado Playground	5.281111813
101 GROVE ST	Department of Public Health	5.281111813
1043 TREAT AVE	UK	5.300063171
2762 FOLSOM ST	Inglesia Zion	5.300063171
2814 19TH ST	Universal Cafe	5.337965888
2064 POWELL ST	Citizen Chain Cyclery	5.344283007
3870 17TH ST	Frances Restaurant	5.350600126
2001 POLK ST	Cheese Plus	5.350600126
3160 MISSION ST	Atlas Motors / El Rio	5.375868604
512 VAN NESS AVE	Corinthian Court Apartments	5.401137081
3085 21ST ST	Pedal Revolution	5.42008844
2872 FOLSOM ST	The Yoga Society of SF	5.426405559
985 VALENCIA ST	Dosa	5.457991156
680 WASHINGTON ST	City College of SF Chinatown / North Beach Campus	5.457991156
149 NEW MONTGOMERY ST	Kaplan Building	5.495893872
548 04TH ST	Natural Path Media	5.502210992
1225 FOLSOM ST	Driftwood	5.52116235
990 TREAT AVE	Parque Ninos Unidos (Park)	5.527479469
1833 FILLMORE ST	Women's Community Clinic	5.552747947
180 NEW MONTGOMERY ST	Art Academy University	5.559065066
9 COLUMBUS AVE	Hotel Whitcomb	5.647504738
1198 SOUTH VAN NESS AVE	US Post Office	5.647504738
2055 LOMBARD ST	Lombard Garage	5.672773215
1201 FILLMORE ST	Chemical Dependency Service	5.672773215
1095 HYDE ST	Cala Foods	5.679090335
286 12TH ST	SF Chocolate Factory / Bridge Brands Chocolate	5.716993051
735 VALLEJO ST	North Beach Garage	5.72962729
777 VALENCIA ST	multiple	5.761212887
2150 MARKET ST	Joe's Barber Shop	5.767530006
100 GROVE ST	Civic Center Plaza	5.767530006
201 LARKIN ST	Civic Center Plaza	5.767530006
355 MCALLISTER ST	Civic Center Garage	5.780164245
351 MCALLISTER ST	Civic Center Plaza	5.780164245
3505 20TH ST	Mission Economic Development Association	5.780164245
2298 MARKET ST	Cafe Flore	5.818066961
3149 MISSION ST	Baby Blues BBQ	5.8307012
255 03RD ST	Moscone Garage	5.83701832
1543 MISSION ST	Urban Flow Yoga Studio	5.83701832
1610 GEARY BLVD	Japan Center Garage	5.849652558
1610 GEARY BLVD	Japantown Peace Plaza and Buchanan Mall	5.855969678
1501 OFARRELL ST	Raphael Weill Child Development Center	5.874921036
3382 26TH ST	Jamestown Community Center	5.881238155
199 VALENCIA ST	Zeitgeist	5.900189514
1501 OFARRELL ST	Rosa Parks Elementary School	5.912823752
124 02ND ST	Patelco Credit Union	5.919140872
2001 POST ST	Hamilton Recreation Center	5.919140872
2100 MARKET ST	Home Restaurant	6.007580543
3344 24TH ST	Campfire Art Gallery	6.020214782
448 HAIGHT ST	Rooky Ricardo's Records	6.083385976
299 DOLORES ST	Holy Family School	6.096020215
130 CHURCH ST	Golden Natural Foods	6.102337334
2405 16TH ST	Skin Salvation	6.108654454
36 02ND ST	UK	6.133922931
1199 VALENCIA ST	Beretta	6.159191409
1387 VALENCIA ST	Synergy School	6.159191409
304 VALENCIA ST	Glama Rama	6.165508528
2797 16TH ST	Soccer Cafe	6.171825648
3255 21ST ST	Mission Bartlett Garage	6.178142767
630 VALENCIA ST	SFPD Mission Station	6.190777006
4877 MISSION ST	Katz Accident & Injury Center	6.190777006
32 OTIS ST	City Ballet School	6.228679722
3120 MISSION ST	Career Link Center	6.228679722
2401 HARRISON ST	Flour & Water Restaurant	6.241313961
175 04TH ST	Jillian's	6.241313961
428 11TH ST	Soma Streat Food Park	6.260265319
789 MISSION ST	City Target / Starbucks / Active Apparel	6.260265319
172 CHURCH ST	Golden Produce Market	6.279216677
161 ERIE ST	Public Works	6.279216677
595 MARKET ST	Chase Bank	6.285533797
1145 MARKET ST	Health Service System, City and County of San Francisco	6.285533797
1849 GEARY BLVD	US Post Office	6.304485155
117 DIAMOND ST	Marin Preparatory School	6.342387871
1345 TURK ST	residential	6.361339229
1300 MCALLISTER ST	residential	6.361339229
45 MONTGOMERY ST	24 Hour Fitness	6.380290587
450 RHODE ISLAND ST	Whole Foods	6.386607707
78 29TH ST	Cafe Seventy8	6.386607707
3309 MISSION ST	Bad Joes Body Shop	6.437144662
2215 POWELL ST	Accelerate Sports	6.443461781
177 VALENCIA ST	Chase Bank	6.449778901
3269 MISSION ST	SF Federal Credit Union	6.449778901
3245 16TH ST	Creativity Explored	6.45609602
3431 19TH ST	Hog & Rocks	6.468730259
2690 MISSION ST	Walgreens	6.519267214
424 OCTAVIA ST	Biergarten/Patricia's Green	6.538218572
417 14TH ST	Asta Yoga	6.557169931
3400 CESAR CHAVEZ ST	Walgreens	6.557169931
360 GROVE ST	Performing Arts Garage	6.569804169
3049 20TH ST	Atlas Cafe	6.569804169
1800 FOLSOM ST	Foods Co	6.576121289
1436 HOWARD ST	PariSoma Innovation Loft	6.595072647
764 HARRISON ST	Epicenter Cafe	6.607706886
79 NEW MONTGOMERY ST	Academy of Art University	6.607706886
144 PAGE ST	Nick's Supermarket	6.651926721
600 MARKET ST	multiple	6.66456096
231 FRANKLIN ST	nojo restaurant	6.67087808
315 LINDEN ST	Blue Bottle Cafe	6.721415035
721 MARKET ST	Super Duper Burger	6.721415035
320 FELL ST	Fatted Calf Charcuterie	6.734049274
24 SHOTWELL ST	Yoga Tree	6.753000632
501 VALENCIA ST	K & H Liquors	6.753000632
1800 MARKET ST	LGBT Community Center	6.778269109
3520 20TH ST	Comics and Art Businesses	6.778269109
3234 22ND ST	Lolo	6.784586229
1330 FILLMORE ST	Yoshis	6.803537587
342 09TH ST	Nomadic Arts Home Furnishings	6.816171826
2886 16TH ST	Poc Chuc	6.816171826
1255 HOWARD ST	The Packaging Store	6.847757423
600 OCTAVIA ST	Seesaw LLC Cafe	6.866708781
300 BARTLETT ST	Mission Library	6.8730259
1117 MARKET ST	American Gymnastics & Raise the Bar Fitness	6.8730259
290 08TH ST	Lutheran Social Services of Northern CA	6.87934302
506 HAYES ST	Timbuk2	6.891977258
433 KEARNY ST	St. Mary's Square Garage	6.904611497
654 MISSION ST	SPUR	6.904611497
1073 MARKET ST	Huckleberry Bicycles	6.904611497
3261 23RD ST	Mission Presbyterian Church	6.955148452
1881 POST ST	Kabuki Sundance Cinema	6.961465572
2575 MISSION ST	Doc's Clock	6.967782691
2295 HARRISON ST	Mission Cliffs	6.98041693
1745 FOLSOM ST	Rainbow Grocery	7.018319646
301 FELL ST	Live Fit Gym	7.030953885
1695 MARKET ST	Delessio Market & Bakery	7.049905243
401 GROVE ST	300 Ivy	7.08149084
399 GROVE ST	Boxing Room	7.094125079
2330 MISSION ST	Mission Thrift	7.113076437
375 VALENCIA ST	Four Barrel Coffee	7.132027795
110 BARTLETT ST	CCSF Mission	7.169930512
24 GROVE ST	SF Main Library	7.176247631
620 TREAT AVE	Southern Pacific Brewing	7.214150347
1 POLK ST	Beer Hall, The	7.226784586
546 VALENCIA ST	Puero Alegre restaurant	7.226784586
7 03RD ST	Starbucks	7.239418825
749 TAYLOR ST	Academy of Art University	7.258370183
3100 16TH ST	Val 16 Market	7.277321541
678 MISSION ST	California Historical Society	7.283638661
300 PAGE ST	San Francisco Zen Center	7.2962729
1233 HOWARD ST	Mike's Bikes	7.2962729
261 COLUMBUS AVE	City Lights Bookstore	7.2962729
2211 MISSION ST	Gracias Madre	7.2962729
465 GROVE ST	Double Decker restaurant	7.321541377
9 GROVE ST	multiple	7.327858497
18 VIRGINIA AVE	Emmy's Spaghetti Shack	7.340492735
1220 MARKET ST	Sam's Diner	7.346809855
333 POST ST	Union Square	7.365761213
1271 TREAT AVE	Garfield Square	7.372078332
801 MARKET ST	Old Navy	7.378395452
3417 18TH ST	Linea Caffe	7.403663929
2200 MISSION ST	Duc Loi Supermarket	7.403663929
500 VALENCIA ST	Money Mart	7.409981049
559 VALENCIA ST	Curtis Hotel	7.422615287
250 CLAY ST	Golden Gateway Garage	7.530006317
627 TURK ST	Tenderloin Elementary School	7.548957675
1166 HOWARD ST	Ralph Gracie Jiu Jitsu	7.561591914
880 MARKET ST	Anthropologie	7.580543272
685 MARKET ST	La Boulange Cafe & Bakery	7.612128869
87 MCALLISTER ST	Mirtille Cafe	7.624763108
525 CASTRO ST	MSC	7.631080227
675 VALENCIA ST	Live Fit Gym	7.631080227
22 OAK ST	vacant	7.643714466
603 VALENCIA ST	Good Vibrations	7.681617183
3989 17TH ST	Wild Card	7.687934302
1 SOUTH VAN NESS AVE	Bank of America / SFMTA Headquarters	7.687934302
776 MARKET ST	Walgreens	7.71320278
1390 MARKET ST	Fox Plaza	7.738471257
1686 MARKET ST	Espetus Churrascaria Brazilian Steak House	7.751105496
3271 16TH ST	Laughing Lotus Yoga Center	7.789008212
1081 MISSION ST	De La Paz Coffee Roasters	7.801642451
1108 MARKET ST	FoodLab / Renoir Hotel / Rio Grande Cafe / Trailhead	7.820593809
623 VALENCIA ST	Community Thrift Store	7.852179406
1592 MARKET ST	Market Street Cycles	7.877447884
1596 MARKET ST	Cupboard Pastry	7.877447884
1234 MARKET ST	Bay 1 Fitness	7.890082123
149 09TH ST	Storek Building	7.909033481
815 HYDE ST	Hyde Street Wellness	7.927984839
155 FELL ST	Rickshaw Shop	7.959570436
939 ELLIS ST	Bay Area Air Quality Management District (BAAQMD)	7.972204675
8 VALENCIA ST	Mission Bubbles / Verve Coffee	7.978521794
1755 MARKET ST	Nomad Body Piercing	7.978521794
3153 17TH ST	ODC Theater	7.978521794
815 EDDY ST	Electronic Frontier Foundation	8.003790272
1408 MARKET ST	ma'velous	8.029058749
1422 MARKET ST	Littlejohn's Candies	8.029058749
1085 MISSION ST	AQ Restaurant & Bar	8.035375869
1438 MARKET ST	Dolan Law Firm	8.035375869
625 SUTTER ST	Academy of Art University	8.073278585
351 SHOTWELL ST	ODC Dance Commons	8.13013266
942 MARKET ST	Radio Shack	8.13013266
1063 MARKET ST	Oriental Restaurant	8.174352495
599 VALENCIA ST	PUBLIC Bikes	8.180669615
1 HALLIDIE PLZ	NextSpace	8.205938092
1900 MARKET ST	Orbit Room	8.212255212
519 POWELL ST	Cozy Cable Car Cafe	8.256475047
50 OAK ST	SF Conservatory of Music	8.262792167
1 DR CARLTON B GOODLETT PL	City Hall	8.281743525
814 EDDY ST	Benders Bar	8.313329122
748 VAN NESS AVE	Philz Coffee	8.338597599
399 GOLDEN GATE AVE	Philz Coffee	8.351231838
400 CASTRO ST	UK	8.395451674
400 MCALLISTER ST	Superior Court House	8.464939987
1047 SUTTER ST	Raphael House	8.509159823
1035 MARKET ST	AIDS/LifeCycle office?	8.616550853
34 MASON ST	Barbary Coast / Mikkeller	8.622867972
397 ELLIS ST	Cinnabar	8.761844599
754 POST ST	farm:table	8.787113076
1000 HOWARD ST	Mi Tierra Supermarket	8.799747315
800 HOWARD ST	Moscone West	8.831332912
1170 MARKET ST	The Art Institute of California	8.85028427
818 MISSION ST	Community Vocational Enterprises (CVE)	8.907138345
901 MARKET ST	Marshall's / Sports Basement / Stantec / multiple	8.976626658
18 10TH ST	NEMA	8.982943778
750 EDDY ST	CCSF Alemany Campus	8.995578016
850 BRYANT ST	SFPD Southern Station	9.077700569
1399 BUSH ST	Polk Bush Garage	9.121920404
3242 22ND ST	Escape from New York Pizza	9.140871762
816 LARKIN ST	New Century Theater	9.16614024
925 MISSION ST	The Hub and Intersection for the Arts	9.254579912
3042 16TH ST	Mission Hiring Hall	9.26721415
50 UNITED NATIONS PLZ	UN Plaza	9.292482628
979 MARKET ST	Blick Arts Materials	9.298799747
835 MARKET ST	Westfield	9.305116867
1000 VAN NESS AVE	AMC Theater	9.317751105
825 MARKET ST	Walgreens	9.343019583
1658 MARKET ST	Zuni Cafe	9.37460518
123 OFARRELL ST	Ellis - O'Farrell Garage	9.399873658
994 MARKET ST	Art Gallery	9.418825016
2973 16TH ST	Yoga to the People	9.425142135
133 TURK ST	Aunt Charlie's Lounge	9.431459255
1355 MARKET ST	multiple (Twitter)	9.444093493
300 POST ST	Levi's	9.450410613
1000 MARKET ST	Community Housing Partnership San Cristina	9.48199621
1020 MARKET ST	Show Dogs Sausages	9.48199621
42 HOFF ST	16th & Hoff Garage	9.488313329
160 CAPP ST	Native American Health Center	9.488313329
3032 16TH ST	La Loma Produce	9.494630449
799 MARKET ST	Ross	9.500947568
845 MARKET ST	Juicy Couture / Timberland	9.538850284
845 MARKET ST	Tourneau	9.538850284
868 MISSION ST	Wichcraft	9.538850284
444 STOCKTON ST	Sutter - Stockton Garage	9.570435881
865 MARKET ST	Abercrombie & Fitch	9.570435881
865 MARKET ST	Westfield Centre / Harry David	9.570435881
865 MARKET ST	adidas	9.570435881
833 MISSION ST	Fifth & Mission Garage	9.576753001
1285 SUTTER ST	multiple	9.589387239
2140 MISSION ST	Sycamore, The	9.772583702
865 MARKET ST	Westfield Centre	10
